Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_1	5574741	1322240	237.18	0	661120	82693	53003	1.56
SCAF_10	1570817	359250	228.70	0	179625	20787	15381	1.35
SCAF_100	41993	3622	86.25	0	1811	110	165	0.67
SCAF_101	41585	6816	163.91	0	3408	378	347	1.09
SCAF_102	41267	64	1.55	0	32	0	0	0
SCAF_103	41164	4852	117.87	0	2426	192	201	0.96
SCAF_104	40984	7946	193.88	0	3973	240	490	0.49
SCAF_105	40971	2440	59.55	0	1220	119	98	1.21
SCAF_106	40689	6088	149.62	0	3044	378	332	1.14
SCAF_107	40038	2882	71.98	0	1441	155	96	1.61
SCAF_108	39998	3564	89.10	0	1782	145	136	1.07
SCAF_109	39904	4484	112.37	0	2242	157	192	0.82
SCAF_11	1437752	373052	259.47	0	186526	21592	16780	1.29
SCAF_110	39605	3434	86.71	0	1717	193	140	1.38
SCAF_111	39279	8488	216.10	0	4244	371	551	0.67
SCAF_112	39164	138	3.52	0	69	1	0	0
SCAF_113	39049	8696	222.69	0	4348	302	651	0.46
SCAF_114	38983	3776	96.86	0	1888	164	184	0.89
SCAF_115	38824	9344	240.68	0	4672	658	234	2.81
SCAF_116	37823	2586	68.37	0	1293	126	76	1.66
SCAF_117	37728	126	3.34	0	63	0	1	0.00
SCAF_118	37705	6034	160.03	0	3017	359	339	1.06
SCAF_119	37514	5522	147.20	0	2761	335	248	1.35
SCAF_12	978195	221680	226.62	0	110840	12720	9521	1.34
SCAF_120	37456	170	4.54	0	85	1	3	0.33
SCAF_121	37441	44	1.18	0	22	0	0	0
SCAF_122	37347	3650	97.73	0	1825	132	76	1.74
SCAF_123	37222	7560	203.11	0	3780	189	503	0.38
SCAF_124	36961	2516	68.07	0	1258	98	30	3.27
SCAF_125	36710	6788	184.91	0	3394	198	398	0.50
SCAF_126	36614	3598	98.27	0	1799	108	147	0.73
SCAF_127	36584	4452	121.69	0	2226	250	164	1.52
SCAF_128	36068	6032	167.24	0	3016	357	378	0.94
