Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_1	5574741	0	0.00	0	0	0	0	0
SCAF_10	1570817	0	0.00	0	0	0	0	0
SCAF_100	41993	3546	84.44	0	1773	110	152	0.72
SCAF_101	41585	6316	151.88	0	3158	334	269	1.24
SCAF_102	41267	72	1.74	0	36	0	3	0.00
SCAF_103	41164	4842	117.63	0	2421	202	214	0.94
SCAF_104	40984	8134	198.47	0	4067	236	505	0.47
SCAF_105	40971	2386	58.24	0	1193	107	91	1.18
SCAF_106	40689	5522	135.71	0	2761	314	276	1.14
SCAF_107	40038	2762	68.98	0	1381	146	99	1.47
SCAF_108	39998	3470	86.75	0	1735	132	122	1.08
SCAF_109	39904	4450	111.52	0	2225	158	198	0.80
SCAF_11	1437752	394734	274.55	0	197367	23914	18488	1.29
SCAF_110	39605	3374	85.19	0	1687	204	140	1.46
SCAF_111	39279	8750	222.77	0	4375	373	558	0.67
SCAF_112	39164	146	3.73	0	73	2	0	0
SCAF_113	39049	8868	227.10	0	4434	314	627	0.50
SCAF_114	38983	3688	94.61	0	1844	163	165	0.99
SCAF_115	38824	10260	264.27	0	5130	720	262	2.75
SCAF_116	37823	2652	70.12	0	1326	110	67	1.64
SCAF_117	37728	206	5.46	0	103	1	3	0.33
SCAF_118	37705	5466	144.97	0	2733	312	269	1.16
SCAF_119	37514	5114	136.32	0	2557	280	215	1.30
SCAF_12	978195	236902	242.18	0	118451	14144	10590	1.34
SCAF_120	37456	174	4.65	0	87	1	2	0.50
SCAF_121	37441	70	1.87	0	35	0	2	0.00
SCAF_122	37347	4080	109.25	0	2040	148	86	1.72
SCAF_123	37222	7484	201.06	0	3742	184	500	0.37
SCAF_124	36961	2652	71.75	0	1326	122	40	3.05
SCAF_125	36710	6926	188.67	0	3463	207	396	0.52
SCAF_126	36614	3582	97.83	0	1791	107	138	0.78
SCAF_127	36584	3978	108.74	0	1989	188	137	1.37
SCAF_128	36068	5524	153.16	0	2762	306	329	0.93
SCAF_129	35972	5058	140.61	0	2529	349	269	1.30
SCAF_13	598471	76784	128.30	0	38392	3175	1943	1.63
SCAF_130	35925	4970	138.34	0	2485	292	250	1.17
SCAF_131	35704	1694	47.45	0	847	34	44	0.77
SCAF_132	35264	3702	104.98	0	1851	186	169	1.10
SCAF_133	35121	80	2.28	0	40	0	1	0.00
SCAF_134	35117	3738	106.44	0	1869	186	146	1.27
SCAF_135	34903	6740	193.11	0	3370	173	425	0.41
SCAF_136	34900	114	3.27	0	57	0	2	0.00
SCAF_137	34765	6172	177.53	0	3086	192	388	0.49
SCAF_138	34687	5606	161.62	0	2803	115	150	0.77
SCAF_139	34615	4444	128.38	0	2222	263	207	1.27
SCAF_14	247525	1938	7.83	0	969	11	24	0.46
SCAF_140	34599	234	6.76	0	117	1	2	0.50
SCAF_141	34497	4500	130.45	0	2250	225	134	1.68
SCAF_142	34440	122	3.54	0	61	0	2	0.00
SCAF_143	34384	7606	221.21	0	3803	225	530	0.42
SCAF_144	34330	6406	186.60	0	3203	161	444	0.36
SCAF_145	34087	3566	104.61	0	1783	165	137	1.20
SCAF_146	33692	3702	109.88	0	1851	211	206	1.02
SCAF_147	33483	84	2.51	0	42	1	1	1.00
SCAF_148	33469	2454	73.32	0	1227	110	88	1.25
SCAF_149	33420	86	2.57	0	43	0	2	0.00
SCAF_15	224905	26106	116.08	0	13053	1501	1227	1.22
SCAF_150	33347	2518	75.51	0	1259	67	83	0.81
SCAF_151	33283	4850	145.72	0	2425	125	106	1.18
SCAF_152	33266	6120	183.97	0	3060	124	394	0.31
SCAF_153	33237	3494	105.12	0	1747	112	164	0.68
SCAF_154	33139	3044	91.86	0	1522	83	102	0.81
SCAF_155	33127	66	1.99	0	33	0	0	0
SCAF_156	32748	4948	151.09	0	2474	118	144	0.82
SCAF_157	32666	5474	167.57	0	2737	184	192	0.96
SCAF_158	32618	4274	131.03	0	2137	118	180	0.66
SCAF_159	32358	1808	55.87	0	904	21	36	0.58
SCAF_16	181804	15434	84.89	0	7717	293	440	0.67
SCAF_160	32136	5594	174.07	0	2797	169	351	0.48
SCAF_161	32035	7758	242.17	0	3879	292	590	0.49
SCAF_162	31954	2230	69.79	0	1115	98	61	1.61
SCAF_163	31782	5852	184.13	0	2926	206	429	0.48
SCAF_164	31669	5810	183.46	0	2905	160	376	0.43
SCAF_165	31629	4604	145.56	0	2302	320	255	1.25
SCAF_166	31581	2784	88.15	0	1392	87	102	0.85
SCAF_167	31556	3692	117.00	0	1846	126	177	0.71
SCAF_168	31421	7754	246.78	0	3877	316	567	0.56
SCAF_169	31314	7546	240.98	0	3773	177	543	0.33
SCAF_17	176395	22534	127.75	0	11267	1237	930	1.33
SCAF_170	31127	3702	118.93	0	1851	146	150	0.97
SCAF_171	31061	180	5.80	0	90	1	2	0.50
SCAF_172	31059	1692	54.48	0	846	37	25	1.48
