Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
JAMYGW020000001.1	4079479	136388	33.43	68194	0	49592	18602	2.67
JAMYGW020000002.1	3666439	117412	32.02	58706	0	43275	15431	2.80
JAMYGW020000003.1	3171977	104956	33.09	52478	0	39181	13297	2.95
JAMYGW020000004.1	2601389	87590	33.67	43795	0	32086	11709	2.74
JAMYGW020000005.1	2402664	77790	32.38	38895	0	28603	10292	2.78
JAMYGW020000006.1	2032088	74022	36.43	37011	0	26739	10272	2.60
JAMYGW020000007.1	1976889	75156	38.02	37578	0	27140	10438	2.60
JAMYGW020000008.1	1932263	75762	39.21	37881	0	27941	9940	2.81
JAMYGW020000009.1	1669080	60816	36.44	30408	0	22049	8359	2.64
JAMYGW020000010.1	1646134	63832	38.78	31916	0	23163	8753	2.65
JAMYGW020000011.1	1570817	64808	41.26	32404	0	23580	8824	2.67
JAMYGW020000012.1	1437752	55784	38.80	27892	0	20157	7735	2.61
JAMYGW020000013.1	978195	40546	41.45	20273	0	14566	5707	2.55
JAMYGW020000014.1	598471	25492	42.60	12746	0	8706	4040	2.15
JAMYGW020000015.1	247525	756	3.05	378	0	193	185	1.04
JAMYGW020000016.1	181804	4838	26.61	2419	0	1072	1347	0.80
JAMYGW020000017.1	110609	2066	18.68	1033	0	828	205	4.04
JAMYGW020000018.1	108319	3754	34.66	1877	0	1377	500	2.75
JAMYGW020000019.1	107902	5250	48.66	2625	0	1790	835	2.14
JAMYGW020000020.1	76272	3276	42.95	1638	0	1174	464	2.53
JAMYGW020000021.1	59972	1938	32.32	969	0	662	307	2.16
JAMYGW020000022.1	56404	1950	34.57	975	0	762	213	3.58
JAMYGW020000023.1	41267	0	0.00	0	0	0	0	0
JAMYGW020000024.1	39164	18	0.46	9	0	6	3	2.00
JAMYGW020000025.1	34497	1168	33.86	584	0	379	205	1.85
JAMYGW020000026.1	29541	1252	42.38	626	0	425	201	2.11
JAMYGW020000027.1	29083	42	1.44	21	0	18	3	6.00
JAMYGW020000028.1	28863	62	2.15	31	0	21	10	2.10
JAMYGW020000029.1	28585	930	32.53	465	0	336	129	2.60
JAMYGW020000030.1	27270	718	26.33	359	0	271	88	3.08
JAMYGW020000031.1	23648	752	31.80	376	0	275	101	2.72
JAMYGW020000032.1	22844	1052	46.05	526	0	366	160	2.29
JAMYGW020000033.1	19788	46	2.32	23	0	8	15	0.53
JAMYGW020000034.1	17613	48	2.73	24	0	16	8	2.00
JAMYGW020000035.1	17457	510	29.21	255	0	171	84	2.04
JAMYGW020000036.1	17245	1038	60.19	519	0	341	178	1.92
JAMYGW020000037.1	15777	8	0.51	4	0	0	4	0.00
MT	83434	3778	45.28	1889	0	821	1068	0.77
Totals	31188520	1095604	35.13	547802	0	398090	149712	2.66
