Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_1	5574741	0	0.00	0	0	0	0	0
SCAF_10	1570817	0	0.00	0	0	0	0	0
SCAF_100	41993	3274	77.97	0	1637	94	140	0.67
SCAF_101	41585	5858	140.87	0	2929	291	240	1.21
SCAF_102	41267	40	0.97	0	20	0	0	0
SCAF_103	41164	4566	110.92	0	2283	176	184	0.96
SCAF_104	40984	7690	187.63	0	3845	229	472	0.49
SCAF_105	40971	2172	53.01	0	1086	96	86	1.12
SCAF_106	40689	5104	125.44	0	2552	291	250	1.16
SCAF_107	40038	2508	62.64	0	1254	124	82	1.51
SCAF_108	39998	3130	78.25	0	1565	122	109	1.12
SCAF_109	39904	4058	101.69	0	2029	143	168	0.85
SCAF_11	1437752	363452	252.79	0	181726	20777	16260	1.28
SCAF_110	39605	3156	79.69	0	1578	171	132	1.30
SCAF_111	39279	8312	211.61	0	4156	357	534	0.67
SCAF_112	39164	134	3.42	0	67	1	0	0
SCAF_113	39049	8518	218.14	0	4259	292	621	0.47
SCAF_114	38983	3414	87.58	0	1707	140	157	0.89
SCAF_115	38824	8922	229.81	0	4461	622	225	2.76
SCAF_116	37823	2358	62.34	0	1179	108	63	1.71
SCAF_117	37728	124	3.29	0	62	0	1	0.00
SCAF_118	37705	5116	135.68	0	2558	277	252	1.10
SCAF_119	37514	4706	125.45	0	2353	255	185	1.38
SCAF_12	978195	216620	221.45	0	108310	12236	9258	1.32
SCAF_120	37456	124	3.31	0	62	0	2	0.00
SCAF_121	37441	42	1.12	0	21	0	0	0
SCAF_122	37347	3280	87.82	0	1640	126	72	1.75
SCAF_123	37222	7176	192.79	0	3588	176	468	0.38
SCAF_124	36961	2296	62.12	0	1148	93	28	3.32
SCAF_125	36710	6650	181.15	0	3325	187	382	0.49
SCAF_126	36614	3178	86.80	0	1589	92	122	0.75
SCAF_127	36584	3718	101.63	0	1859	195	125	1.56
SCAF_128	36068	5042	139.79	0	2521	264	286	0.92
SCAF_129	35972	4536	126.10	0	2268	340	230	1.48
SCAF_13	598471	68240	114.02	0	34120	2644	1629	1.62
SCAF_130	35925	4528	126.04	0	2264	274	218	1.26
SCAF_131	35704	1640	45.93	0	820	30	40	0.75
SCAF_132	35264	3412	96.76	0	1706	188	163	1.15
SCAF_133	35121	70	1.99	0	35	0	0	0
SCAF_134	35117	3392	96.59	0	1696	166	126	1.32
SCAF_135	34903	6508	186.46	0	3254	168	409	0.41
SCAF_136	34900	52	1.49	0	26	0	1	0.00
SCAF_137	34765	5816	167.29	0	2908	179	353	0.51
SCAF_138	34687	4722	136.13	0	2361	87	119	0.73
SCAF_139	34615	4194	121.16	0	2097	246	184	1.34
SCAF_14	247525	1656	6.69	0	828	11	20	0.55
SCAF_140	34599	124	3.58	0	62	0	1	0.00
SCAF_141	34497	3810	110.44	0	1905	182	105	1.73
SCAF_142	34440	70	2.03	0	35	0	0	0
SCAF_143	34384	7316	212.77	0	3658	218	528	0.41
SCAF_144	34330	6128	178.50	0	3064	164	430	0.38
SCAF_145	34087	3236	94.93	0	1618	151	131	1.15
SCAF_146	33692	3376	100.20	0	1688	208	191	1.09
SCAF_147	33483	34	1.02	0	17	0	0	0
SCAF_148	33469	2214	66.15	0	1107	87	74	1.18
SCAF_149	33420	52	1.56	0	26	0	2	0.00
SCAF_15	224905	23936	106.43	0	11968	1388	1041	1.33
SCAF_150	33347	2330	69.87	0	1165	56	72	0.78
SCAF_151	33283	4110	123.49	0	2055	97	82	1.18
SCAF_152	33266	5870	176.46	0	2935	122	379	0.32
SCAF_153	33237	3056	91.95	0	1528	104	143	0.73
SCAF_154	33139	2802	84.55	0	1401	73	81	0.90
SCAF_155	33127	20	0.60	0	10	0	0	0
SCAF_156	32748	4198	128.19	0	2099	84	99	0.85
SCAF_157	32666	4626	141.62	0	2313	145	147	0.99
SCAF_158	32618	4068	124.72	0	2034	110	175	0.63
SCAF_159	32358	1756	54.27	0	878	19	34	0.56
SCAF_16	181804	13424	73.84	0	6712	234	351	0.67
SCAF_160	32136	5310	165.24	0	2655	160	350	0.46
SCAF_161	32035	7388	230.62	0	3694	274	546	0.50
SCAF_162	31954	2060	64.47	0	1030	88	59	1.49
SCAF_163	31782	5604	176.33	0	2802	195	393	0.50
SCAF_164	31669	5620	177.46	0	2810	157	358	0.44
SCAF_165	31629	4170	131.84	0	2085	282	220	1.28
SCAF_166	31581	2584	81.82	0	1292	81	87	0.93
SCAF_167	31556	3412	108.13	0	1706	122	162	0.75
SCAF_168	31421	7414	235.96	0	3707	306	555	0.55
SCAF_169	31314	7286	232.68	0	3643	169	517	0.33
SCAF_17	176395	20956	118.80	0	10478	1191	870	1.37
SCAF_170	31127	3456	111.03	0	1728	140	135	1.04
SCAF_171	31061	124	3.99	0	62	0	1	0.00
SCAF_172	31059	1622	52.22	0	811	32	24	1.33
SCAF_173	30866	2898	93.89	0	1449	87	130	0.67
