Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_1	5574741	172376	30.92	86188	0	63928	22260	2.87
SCAF_10	1570817	51274	32.64	25637	0	18605	7032	2.65
SCAF_100	41993	1770	42.15	885	0	549	336	1.63
SCAF_101	41585	1366	32.85	683	0	457	226	2.02
SCAF_102	41267	8	0.19	4	0	3	1	3.00
SCAF_103	41164	1866	45.33	933	0	535	398	1.34
SCAF_104	40984	1616	39.43	808	0	376	432	0.87
SCAF_105	40971	784	19.14	392	0	304	88	3.45
SCAF_106	40689	1226	30.13	613	0	441	172	2.56
SCAF_107	40038	990	24.73	495	0	374	121	3.09
SCAF_108	39998	1152	28.80	576	0	420	156	2.69
SCAF_109	39904	1574	39.44	787	0	547	240	2.28
SCAF_11	1437752	44244	30.77	22122	0	16078	6044	2.66
SCAF_110	39605	1194	30.15	597	0	478	119	4.02
SCAF_111	39279	1488	37.88	744	0	424	320	1.32
SCAF_112	39164	40	1.02	20	0	16	4	4.00
SCAF_113	39049	1470	37.65	735	0	348	387	0.90
SCAF_114	38983	1468	37.66	734	0	498	236	2.11
SCAF_115	38824	1132	29.16	566	0	450	116	3.88
SCAF_116	37823	1018	26.91	509	0	368	141	2.61
SCAF_117	37728	10	0.27	5	0	3	2	1.50
SCAF_118	37705	998	26.47	499	0	338	161	2.10
SCAF_119	37514	1008	26.87	504	0	358	146	2.45
SCAF_12	978195	31080	31.77	15540	0	11180	4360	2.56
SCAF_120	37456	32	0.85	16	0	8	8	1.00
SCAF_121	37441	6	0.16	3	0	0	3	0.00
SCAF_122	37347	1124	30.10	562	0	426	136	3.13
SCAF_123	37222	1818	48.84	909	0	279	630	0.44
SCAF_124	36961	1024	27.70	512	0	368	144	2.56
SCAF_125	36710	1654	45.06	827	0	376	451	0.83
SCAF_126	36614	1380	37.69	690	0	408	282	1.45
SCAF_127	36584	996	27.23	498	0	336	162	2.07
SCAF_128	36068	1452	40.26	726	0	499	227	2.20
SCAF_129	35972	1104	30.69	552	0	414	138	3.00
SCAF_13	598471	22842	38.17	11421	0	7859	3562	2.21
SCAF_130	35925	1022	28.45	511	0	369	142	2.60
SCAF_131	35704	1390	38.93	695	0	401	294	1.36
SCAF_132	35264	1234	34.99	617	0	439	178	2.47
SCAF_133	35121	38	1.08	19	0	10	9	1.11
SCAF_134	35117	980	27.91	490	0	353	137	2.58
SCAF_135	34903	1708	48.94	854	0	306	548	0.56
SCAF_136	34900	48	1.38	24	0	12	12	1.00
SCAF_137	34765	1564	44.99	782	0	348	434	0.80
SCAF_138	34687	1600	46.13	800	0	507	293	1.73
SCAF_139	34615	976	28.20	488	0	350	138	2.54
SCAF_14	247525	674	2.72	337	0	146	191	0.76
SCAF_140	34599	12	0.35	6	0	2	4	0.50
SCAF_141	34497	910	26.38	455	0	288	167	1.72
SCAF_142	34440	8	0.23	4	0	1	3	0.33
SCAF_143	34384	1522	44.26	761	0	263	498	0.53
SCAF_144	34330	1488	43.34	744	0	340	404	0.84
SCAF_145	34087	1186	34.79	593	0	435	158	2.75
SCAF_146	33692	906	26.89	453	0	317	136	2.33
SCAF_147	33483	6	0.18	3	0	2	1	2.00
SCAF_148	33469	906	27.07	453	0	322	131	2.46
SCAF_149	33420	4	0.12	2	0	0	2	0.00
SCAF_15	224905	5634	25.05	2817	0	2009	808	2.49
SCAF_150	33347	1310	39.28	655	0	464	191	2.43
SCAF_151	33283	1298	39.00	649	0	394	255	1.55
SCAF_152	33266	1498	45.03	749	0	240	509	0.47
SCAF_153	33237	1532	46.09	766	0	430	336	1.28
SCAF_154	33139	1382	41.70	691	0	488	203	2.40
SCAF_155	33127	4	0.12	2	0	0	2	0.00
SCAF_156	32748	1576	48.13	788	0	470	318	1.48
SCAF_157	32666	980	30.00	490	0	285	205	1.39
SCAF_158	32618	1496	45.86	748	0	403	345	1.17
SCAF_159	32358	1376	42.52	688	0	385	303	1.27
SCAF_16	181804	5322	29.27	2661	0	1170	1491	0.78
SCAF_160	32136	1374	42.76	687	0	312	375	0.83
SCAF_161	32035	1136	35.46	568	0	271	297	0.91
SCAF_162	31954	1044	32.67	522	0	396	126	3.14
SCAF_163	31782	1222	38.45	611	0	335	276	1.21
SCAF_164	31669	1512	47.74	756	0	256	500	0.51
SCAF_165	31629	1172	37.05	586	0	425	161	2.64
SCAF_166	31581	1184	37.49	592	0	372	220	1.69
SCAF_167	31556	1390	44.05	695	0	426	269	1.58
SCAF_168	31421	1284	40.86	642	0	290	352	0.82
SCAF_169	31314	1458	46.56	729	0	178	551	0.32
SCAF_17	176395	6656	37.73	3328	0	2393	935	2.56
SCAF_170	31127	1404	45.11	702	0	443	259	1.71
SCAF_171	31061	4	0.13	2	0	1	1	1.00
SCAF_172	31059	1062	34.19	531	0	300	231	1.30
SCAF_173	30866	1164	37.71	582	0	364	218	1.67
SCAF_174	30739	20	0.65	10	0	4	6	0.67
SCAF_175	30330	1174	38.71	587	0	445	142	3.13
SCAF_176	30301	386	12.74	193	0	126	67	1.88
SCAF_177	30226	734	24.28	367	0	275	92	2.99
SCAF_178	30187	1010	33.46	505	0	351	154	2.28
SCAF_179	30183	1146	37.97	573	0	265	308	0.86
