Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_1	5574741	0	0.00	0	0	0	0	0
SCAF_10	1570817	0	0.00	0	0	0	0	0
SCAF_100	41993	3856	91.82	0	1928	123	178	0.69
SCAF_101	41585	7252	174.39	0	3626	420	377	1.11
SCAF_102	41267	96	2.33	0	48	1	3	0.33
SCAF_103	41164	5098	123.85	0	2549	217	234	0.93
SCAF_104	40984	8350	203.74	0	4175	246	525	0.47
SCAF_105	40971	2634	64.29	0	1317	133	104	1.28
SCAF_106	40689	6470	159.01	0	3235	404	366	1.10
SCAF_107	40038	3118	77.88	0	1559	175	113	1.55
SCAF_108	39998	3894	97.35	0	1947	154	149	1.03
SCAF_109	39904	4844	121.39	0	2422	166	219	0.76
SCAF_11	1437752	403966	280.97	0	201983	24713	19007	1.30
SCAF_110	39605	3638	91.86	0	1819	223	146	1.53
SCAF_111	39279	8902	226.64	0	4451	386	574	0.67
SCAF_112	39164	150	3.83	0	75	2	0	0
SCAF_113	39049	9040	231.50	0	4520	326	658	0.50
SCAF_114	38983	4024	103.22	0	2012	186	189	0.98
SCAF_115	38824	10698	275.55	0	5349	765	271	2.82
SCAF_116	37823	2850	75.35	0	1425	127	80	1.59
SCAF_117	37728	206	5.46	0	103	1	3	0.33
SCAF_118	37705	6348	168.36	0	3174	393	353	1.11
SCAF_119	37514	5878	156.69	0	2939	359	277	1.30
SCAF_12	978195	241636	247.02	0	120818	14629	10847	1.35
SCAF_120	37456	218	5.82	0	109	2	3	0.67
SCAF_121	37441	72	1.92	0	36	0	2	0.00
SCAF_122	37347	4428	118.56	0	2214	153	88	1.74
SCAF_123	37222	7862	211.22	0	3931	198	536	0.37
SCAF_124	36961	2880	77.92	0	1440	127	42	3.02
SCAF_125	36710	7058	192.26	0	3529	216	406	0.53
SCAF_126	36614	3996	109.14	0	1998	125	163	0.77
SCAF_127	36584	4668	127.60	0	2334	239	176	1.36
SCAF_128	36068	6478	179.61	0	3239	397	420	0.95
SCAF_129	35972	5874	163.29	0	2937	437	355	1.23
SCAF_13	598471	78564	131.27	0	39282	3311	2023	1.64
SCAF_130	35925	5756	160.22	0	2878	358	331	1.08
SCAF_131	35704	1798	50.36	0	899	35	50	0.70
SCAF_132	35264	4552	129.08	0	2276	253	244	1.04
SCAF_133	35121	86	2.45	0	43	0	1	0.00
SCAF_134	35117	4162	118.52	0	2081	218	176	1.24
SCAF_135	34903	6982	200.04	0	3491	180	446	0.40
SCAF_136	34900	126	3.61	0	63	0	2	0.00
SCAF_137	34765	6330	182.08	0	3165	197	403	0.49
SCAF_138	34687	6026	173.73	0	3013	135	179	0.75
SCAF_139	34615	4988	144.10	0	2494	318	258	1.23
SCAF_14	247525	2394	9.67	0	1197	14	35	0.40
SCAF_140	34599	254	7.34	0	127	3	2	1.50
SCAF_141	34497	4648	134.74	0	2324	236	138	1.71
SCAF_142	34440	124	3.60	0	62	0	2	0.00
SCAF_143	34384	7792	226.62	0	3896	236	552	0.43
SCAF_144	34330	6576	191.55	0	3288	165	454	0.36
SCAF_145	34087	3836	112.54	0	1918	190	163	1.17
SCAF_146	33692	4222	125.31	0	2111	264	242	1.09
SCAF_147	33483	94	2.81	0	47	1	1	1.00
SCAF_148	33469	2696	80.55	0	1348	133	105	1.27
SCAF_149	33420	98	2.93	0	49	0	3	0.00
SCAF_15	224905	30232	134.42	0	15116	1889	1594	1.19
SCAF_150	33347	2742	82.23	0	1371	74	92	0.80
SCAF_151	33283	5420	162.85	0	2710	155	126	1.23
SCAF_152	33266	6248	187.82	0	3124	128	408	0.31
SCAF_153	33237	3712	111.68	0	1856	127	167	0.76
SCAF_154	33139	3336	100.67	0	1668	98	124	0.79
SCAF_155	33127	102	3.08	0	51	0	0	0
SCAF_156	32748	5264	160.74	0	2632	133	169	0.79
SCAF_157	32666	5856	179.27	0	2928	208	212	0.98
SCAF_158	32618	4388	134.53	0	2194	123	187	0.66
SCAF_159	32358	1928	59.58	0	964	24	42	0.57
SCAF_16	181804	17988	98.94	0	8994	347	510	0.68
SCAF_160	32136	5780	179.86	0	2890	177	365	0.48
SCAF_161	32035	7898	246.54	0	3949	296	605	0.49
SCAF_162	31954	2442	76.42	0	1221	115	69	1.67
SCAF_163	31782	6024	189.54	0	3012	218	448	0.49
SCAF_164	31669	5948	187.82	0	2974	162	382	0.42
SCAF_165	31629	5576	176.29	0	2788	410	351	1.17
SCAF_166	31581	3250	102.91	0	1625	104	142	0.73
SCAF_167	31556	4078	129.23	0	2039	141	201	0.70
SCAF_168	31421	7986	254.16	0	3993	327	595	0.55
SCAF_169	31314	7796	248.96	0	3898	185	564	0.33
SCAF_17	176395	25242	143.10	0	12621	1463	1141	1.28
SCAF_170	31127	3762	120.86	0	1881	148	152	0.97
SCAF_171	31061	182	5.86	0	91	1	2	0.50
SCAF_172	31059	1862	59.95	0	931	40	33	1.21
