Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_1	5574741	0	0.00	0	0	0	0	0
SCAF_10	1570817	0	0.00	0	0	0	0	0
SCAF_100	41993	1732	41.24	866	0	544	322	1.69
SCAF_101	41585	1416	34.05	708	0	460	248	1.85
SCAF_102	41267	18	0.44	9	0	7	2	3.50
SCAF_103	41164	1842	44.75	921	0	536	385	1.39
SCAF_104	40984	1628	39.72	814	0	378	436	0.87
SCAF_105	40971	760	18.55	380	0	297	83	3.58
SCAF_106	40689	1206	29.64	603	0	428	175	2.45
SCAF_107	40038	1024	25.58	512	0	383	129	2.97
SCAF_108	39998	1166	29.15	583	0	410	173	2.37
SCAF_109	39904	1700	42.60	850	0	607	243	2.50
SCAF_11	1437752	42182	29.34	21091	0	15376	5715	2.69
SCAF_110	39605	1176	29.69	588	0	464	124	3.74
SCAF_111	39279	1542	39.26	771	0	439	332	1.32
SCAF_112	39164	38	0.97	19	0	17	2	8.50
SCAF_113	39049	1470	37.65	735	0	362	373	0.97
SCAF_114	38983	1434	36.79	717	0	500	217	2.30
SCAF_115	38824	1006	25.91	503	0	404	99	4.08
SCAF_116	37823	1066	28.18	533	0	397	136	2.92
SCAF_117	37728	26	0.69	13	0	8	5	1.60
SCAF_118	37705	1084	28.75	542	0	376	166	2.27
SCAF_119	37514	996	26.55	498	0	354	144	2.46
SCAF_12	978195	30186	30.86	15093	0	10992	4101	2.68
SCAF_120	37456	56	1.50	28	0	11	17	0.65
SCAF_121	37441	0	0.00	0	0	0	0	0
SCAF_122	37347	1102	29.51	551	0	418	133	3.14
SCAF_123	37222	1790	48.09	895	0	272	623	0.44
SCAF_124	36961	1046	28.30	523	0	390	133	2.93
SCAF_125	36710	1568	42.71	784	0	352	432	0.81
SCAF_126	36614	1364	37.25	682	0	424	258	1.64
SCAF_127	36584	984	26.90	492	0	347	145	2.39
SCAF_128	36068	1300	36.04	650	0	449	201	2.23
SCAF_129	35972	1078	29.97	539	0	399	140	2.85
SCAF_13	598471	23096	38.59	11548	0	7943	3605	2.20
SCAF_130	35925	1076	29.95	538	0	392	146	2.68
SCAF_131	35704	1418	39.72	709	0	416	293	1.42
SCAF_132	35264	1280	36.30	640	0	469	171	2.74
SCAF_133	35121	24	0.68	12	0	9	3	3.00
SCAF_134	35117	1018	28.99	509	0	352	157	2.24
SCAF_135	34903	1724	49.39	862	0	308	554	0.56
SCAF_136	34900	56	1.60	28	0	10	18	0.56
SCAF_137	34765	1462	42.05	731	0	337	394	0.86
SCAF_138	34687	1632	47.05	816	0	527	289	1.82
SCAF_139	34615	1048	30.28	524	0	370	154	2.40
SCAF_14	247525	778	3.14	389	0	185	204	0.91
SCAF_140	34599	22	0.64	11	0	4	7	0.57
SCAF_141	34497	932	27.02	466	0	300	166	1.81
SCAF_142	34440	30	0.87	15	0	6	9	0.67
SCAF_143	34384	1552	45.14	776	0	264	512	0.52
SCAF_144	34330	1386	40.37	693	0	319	374	0.85
SCAF_145	34087	1154	33.85	577	0	428	149	2.87
SCAF_146	33692	850	25.23	425	0	283	142	1.99
SCAF_147	33483	54	1.61	27	0	16	11	1.45
SCAF_148	33469	966	28.86	483	0	338	145	2.33
SCAF_149	33420	6	0.18	3	0	0	3	0.00
SCAF_15	224905	5600	24.90	2800	0	2026	774	2.62
SCAF_150	33347	1328	39.82	664	0	484	180	2.69
SCAF_151	33283	1262	37.92	631	0	384	247	1.55
SCAF_152	33266	1524	45.81	762	0	236	526	0.45
SCAF_153	33237	1678	50.49	839	0	449	390	1.15
SCAF_154	33139	1418	42.79	709	0	504	205	2.46
SCAF_155	33127	2	0.06	1	0	1	0	0
SCAF_156	32748	1644	50.20	822	0	509	313	1.63
SCAF_157	32666	964	29.51	482	0	273	209	1.31
SCAF_158	32618	1444	44.27	722	0	382	340	1.12
SCAF_159	32358	1388	42.90	694	0	396	298	1.33
SCAF_16	181804	5318	29.25	2659	0	1162	1497	0.78
SCAF_160	32136	1322	41.14	661	0	296	365	0.81
SCAF_161	32035	1148	35.84	574	0	266	308	0.86
SCAF_162	31954	1038	32.48	519	0	388	131	2.96
SCAF_163	31782	1202	37.82	601	0	328	273	1.20
SCAF_164	31669	1572	49.64	786	0	270	516	0.52
SCAF_165	31629	1208	38.19	604	0	442	162	2.73
SCAF_166	31581	1262	39.96	631	0	395	236	1.67
SCAF_167	31556	1350	42.78	675	0	436	239	1.82
SCAF_168	31421	1274	40.55	637	0	297	340	0.87
SCAF_169	31314	1432	45.73	716	0	181	535	0.34
SCAF_17	176395	6614	37.50	3307	0	2402	905	2.65
SCAF_170	31127	1442	46.33	721	0	443	278	1.59
SCAF_171	31061	32	1.03	16	0	4	12	0.33
SCAF_172	31059	1076	34.64	538	0	298	240	1.24
SCAF_173	30866	1218	39.46	609	0	388	221	1.76
SCAF_174	30739	26	0.85	13	0	4	9	0.44
SCAF_175	30330	1116	36.80	558	0	447	111	4.03
