Chromosome	Length	Total Variants	VarPerKb	SNP	INDEL	Ts	Tv	Ts/Tv
SCAF_1	5574741	0	0.00	0	0	0	0	0
SCAF_10	1570817	0	0.00	0	0	0	0	0
SCAF_100	41993	194	4.62	97	0	68	29	2.34
SCAF_101	41585	1148	27.61	574	0	394	180	2.19
SCAF_102	41267	0	0.00	0	0	0	0	0
SCAF_103	41164	340	8.26	170	0	89	81	1.10
SCAF_104	40984	216	5.27	108	0	27	81	0.33
SCAF_105	40971	320	7.81	160	0	114	46	2.48
SCAF_106	40689	710	17.45	355	0	214	141	1.52
SCAF_107	40038	340	8.49	170	0	122	48	2.54
SCAF_108	39998	384	9.60	192	0	126	66	1.91
SCAF_109	39904	258	6.47	129	0	106	23	4.61
SCAF_11	1437752	30440	21.17	15220	0	11087	4133	2.68
SCAF_110	39605	912	23.03	456	0	315	141	2.23
SCAF_111	39279	348	8.86	174	0	93	81	1.15
SCAF_112	39164	0	0.00	0	0	0	0	0
SCAF_113	39049	464	11.88	232	0	73	159	0.46
SCAF_114	38983	434	11.13	217	0	128	89	1.44
SCAF_115	38824	282	7.26	141	0	121	20	6.05
SCAF_116	37823	218	5.76	109	0	80	29	2.76
SCAF_117	37728	0	0.00	0	0	0	0	0
SCAF_118	37705	700	18.57	350	0	205	145	1.41
SCAF_119	37514	666	17.75	333	0	219	114	1.92
SCAF_12	978195	21910	22.40	10955	0	7707	3248	2.37
SCAF_120	37456	2	0.05	1	0	0	1	0.00
SCAF_121	37441	0	0.00	0	0	0	0	0
SCAF_122	37347	60	1.61	30	0	18	12	1.50
SCAF_123	37222	48	1.29	24	0	5	19	0.26
SCAF_124	36961	30	0.81	15	0	9	6	1.50
SCAF_125	36710	232	6.32	116	0	32	84	0.38
SCAF_126	36614	262	7.16	131	0	105	26	4.04
SCAF_127	36584	936	25.58	468	0	294	174	1.69
SCAF_128	36068	1272	35.27	636	0	338	298	1.13
SCAF_129	35972	918	25.52	459	0	313	146	2.14
SCAF_13	598471	3668	6.13	1834	0	1615	219	7.37
SCAF_130	35925	818	22.77	409	0	273	136	2.01
SCAF_131	35704	296	8.29	148	0	90	58	1.55
SCAF_132	35264	100	2.84	50	0	29	21	1.38
SCAF_133	35121	0	0.00	0	0	0	0	0
SCAF_134	35117	316	9.00	158	0	113	45	2.51
SCAF_135	34903	114	3.27	57	0	21	36	0.58
SCAF_136	34900	0	0.00	0	0	0	0	0
SCAF_137	34765	334	9.61	167	0	78	89	0.88
SCAF_138	34687	328	9.46	164	0	101	63	1.60
SCAF_139	34615	604	17.45	302	0	216	86	2.51
SCAF_14	247525	146	0.59	73	0	33	40	0.82
SCAF_140	34599	0	0.00	0	0	0	0	0
SCAF_141	34497	120	3.48	60	0	50	10	5.00
SCAF_142	34440	0	0.00	0	0	0	0	0
SCAF_143	34384	34	0.99	17	0	10	7	1.43
SCAF_144	34330	166	4.84	83	0	18	65	0.28
SCAF_145	34087	552	16.19	276	0	175	101	1.73
SCAF_146	33692	616	18.28	308	0	179	129	1.39
SCAF_147	33483	0	0.00	0	0	0	0	0
SCAF_148	33469	146	4.36	73	0	55	18	3.06
SCAF_149	33420	0	0.00	0	0	0	0	0
SCAF_15	224905	4610	20.50	2305	0	1495	810	1.85
SCAF_150	33347	30	0.90	15	0	8	7	1.14
SCAF_151	33283	294	8.83	147	0	88	59	1.49
SCAF_152	33266	36	1.08	18	0	8	10	0.80
SCAF_153	33237	648	19.50	324	0	228	96	2.38
SCAF_154	33139	272	8.21	136	0	99	37	2.68
SCAF_155	33127	0	0.00	0	0	0	0	0
SCAF_156	32748	348	10.63	174	0	98	76	1.29
SCAF_157	32666	734	22.47	367	0	214	153	1.40
SCAF_158	32618	60	1.84	30	0	18	12	1.50
SCAF_159	32358	96	2.97	48	0	33	15	2.20
SCAF_16	181804	1434	7.89	717	0	345	372	0.93
SCAF_160	32136	268	8.34	134	0	52	82	0.63
SCAF_161	32035	250	7.80	125	0	36	89	0.40
SCAF_162	31954	198	6.20	99	0	70	29	2.41
SCAF_163	31782	338	10.63	169	0	49	120	0.41
SCAF_164	31669	0	0.00	0	0	0	0	0
SCAF_165	31629	842	26.62	421	0	281	140	2.01
SCAF_166	31581	126	3.99	63	0	38	25	1.52
SCAF_167	31556	358	11.34	179	0	96	83	1.16
SCAF_168	31421	458	14.58	229	0	70	159	0.44
SCAF_169	31314	36	1.15	18	0	5	13	0.38
SCAF_17	176395	4438	25.16	2219	0	1479	740	2.00
SCAF_170	31127	64	2.06	32	0	14	18	0.78
SCAF_171	31061	0	0.00	0	0	0	0	0
SCAF_172	31059	132	4.25	66	0	33	33	1.00
SCAF_173	30866	240	7.78	120	0	57	63	0.90
SCAF_174	30739	0	0.00	0	0	0	0	0
SCAF_175	30330	70	2.31	35	0	24	11	2.18
SCAF_176	30301	134	4.42	67	0	41	26	1.58
SCAF_177	30226	128	4.23	64	0	41	23	1.78
SCAF_178	30187	254	8.41	127	0	77	50	1.54
